harder | negative: 0.000030
statistical | positive: 0.000022
mildewy | negative: 0.000060
mmmhhwe | truthful: 0.000035
jazz | deceptive: 0.000036
tinyand | negative: 0.000030
terror | negative: 0.000030
unfortunatly | truthful: 0.000035
pulp | negative: 0.000030
focused | truthful: 0.000052
insulation | truthful: 0.000052
fulfill | deceptive: 0.000036
now | deceptive: 0.000345
disappointed | positive: 0.000151
faulty | deceptive: 0.000018
830 | positive: 0.000022
rural | deceptive: 0.000036
smaller | negative: 0.000287
slab | deceptive: 0.000018
plasma | truthful: 0.000087
69per | truthful: 0.000035
rip | negative: 0.000060
beach | positive: 0.000087
barrier | deceptive: 0.000036
timewe | deceptive: 0.000018
touchnobody | positive: 0.000022
heartily | deceptive: 0.000036
wonderbar | truthful: 0.000017
gambler | truthful: 0.000017
ruffled | deceptive: 0.000036
briefcase | truthful: 0.000017
undergoing | truthful: 0.000052
belief | deceptive: 0.000036
risen | deceptive: 0.000036
stick | deceptive: 0.000018
complaint | negative: 0.000106
sole | deceptive: 0.000018
vanilla | truthful: 0.000017
refer | positive: 0.000022
toured | truthful: 0.000017
impress | positive: 0.000043
dug | negative: 0.000015
greeting | deceptive: 0.000018
battery | positive: 0.000022
consistently | deceptive: 0.000018
squeaking | positive: 0.000022
christening | truthful: 0.000017
italy | negative: 0.000015
basement | negative: 0.000075
younger | negative: 0.000075
adopted | truthful: 0.000017
ambulance | deceptive: 0.000036
hob | truthful: 0.000017
cancellationie | truthful: 0.000035
sum | negative: 0.000030
customersvery | truthful: 0.000035
pleas | deceptive: 0.000036
variety | deceptive: 0.000109
dial | truthful: 0.000035
rang | negative: 0.000045
tyler | negative: 0.000030
pinch | negative: 0.000015
fourth | negative: 0.000045
sex | deceptive: 0.000036
smaller | truthful: 0.000122
slower | truthful: 0.000035
port | truthful: 0.000017
snickered | positive: 0.000022
can | negative: 0.001327
yogurt | positive: 0.000065
yeah | truthful: 0.000052
punching | positive: 0.000022
fulfill | truthful: 0.000035
pamper | negative: 0.000015
john | truthful: 0.000139
daniels | positive: 0.000043
cynical | positive: 0.000022
shine | deceptive: 0.000036
pricy | truthful: 0.000017
airports | truthful: 0.000035
held | truthful: 0.000070
slapped | truthful: 0.000035
peeve | truthful: 0.000017
brands | positive: 0.000022
desperately | truthful: 0.000017
centralized | truthful: 0.000017
christmas | truthful: 0.000105
chunk | deceptive: 0.000036
washcloths | deceptive: 0.000054
pavilion | positive: 0.000043
eitherthe | positive: 0.000022
hires | deceptive: 0.000036
breakfasts | truthful: 0.000139
installed | truthful: 0.000035
marble | positive: 0.000173
middle | positive: 0.000065
downtowni | deceptive: 0.000036
directed | negative: 0.000075
relity | negative: 0.000030
yorks | positive: 0.000022
trays | positive: 0.000022
residential | negative: 0.000015
filter | negative: 0.000075
sink | truthful: 0.000209
incredible | negative: 0.000060
makes | positive: 0.000281
wired | deceptive: 0.000036
dollsized | negative: 0.000030
whims | positive: 0.000043
impressive | deceptive: 0.000109
lounges | truthful: 0.000035
lodging | negative: 0.000060
cleaning | positive: 0.000238
athletic | negative: 0.000030
lived | positive: 0.000065
muffins | deceptive: 0.000054
refurbing | negative: 0.000015
awards | positive: 0.000043
hbo | negative: 0.000015
astonishment | positive: 0.000022
nightsa | deceptive: 0.000018
restuarant | negative: 0.000015
hides | truthful: 0.000017
backup | negative: 0.000030
disclose | deceptive: 0.000036
slapped | deceptive: 0.000018
groupings | truthful: 0.000035
match | deceptive: 0.000091
intercontinentali | positive: 0.000022
operates | positive: 0.000022
grandma | deceptive: 0.000018
treadmills | positive: 0.000065
competing | deceptive: 0.000018
underwhelming | negative: 0.000045
vulnerability | deceptive: 0.000018
theres | negative: 0.000075
stacked | deceptive: 0.000018
trumps | positive: 0.000043
redeem | negative: 0.000030
kingsize | negative: 0.000030
hairdryers | truthful: 0.000017
straighten | truthful: 0.000035
effort | deceptive: 0.000036
dreamy | positive: 0.000043
amalfi | positive: 0.000627
roll | positive: 0.000065
mask | positive: 0.000022
takes | negative: 0.000090
smells | positive: 0.000022
oohed | deceptive: 0.000036
inform | deceptive: 0.000036
password | deceptive: 0.000036
sentences | negative: 0.000030
representation | deceptive: 0.000018
towles | deceptive: 0.000036
senses | truthful: 0.000035
couples | truthful: 0.000035
latethe | positive: 0.000022
allergen | deceptive: 0.000036
meetingconference | negative: 0.000015
pissed | deceptive: 0.000018
heading | truthful: 0.000035
newly | deceptive: 0.000018
run | deceptive: 0.000127
correction | deceptive: 0.000018
teller | negative: 0.000030
putting | truthful: 0.000070
phone | deceptive: 0.000562
starting | positive: 0.000043
poisoning | deceptive: 0.000018
courtiest | deceptive: 0.000018
upholstered | truthful: 0.000017
wildberry | negative: 0.000030
kickbacks | positive: 0.000043
complain | negative: 0.000271
terrycloth | positive: 0.000043
association | negative: 0.000030
departure | positive: 0.000043
dosent | negative: 0.000030
fiance | positive: 0.000108
tiles | positive: 0.000022
woman | negative: 0.000347
flimsy | truthful: 0.000035
noted | truthful: 0.000087
tack | deceptive: 0.000018
shed | truthful: 0.000017
commute | negative: 0.000015
linens | deceptive: 0.000254
today | truthful: 0.000139
electrocuted | positive: 0.000022
sooner | negative: 0.000030
24043 | truthful: 0.000035
whilst | positive: 0.000043
leather | positive: 0.000043
party | deceptive: 0.000218
wife | truthful: 0.000714
elevators | deceptive: 0.000054
particularly | truthful: 0.000174
effective | deceptive: 0.000036
800a | negative: 0.000030
book | deceptive: 0.000345
oppertunity | deceptive: 0.000036
excuse | positive: 0.000043
delightful | deceptive: 0.000054
bunk | deceptive: 0.000036
websites | truthful: 0.000035
internal | negative: 0.000030
jamie | truthful: 0.000017
brioches | truthful: 0.000035
reconsider | deceptive: 0.000073
peoples | positive: 0.000022
weekend | truthful: 0.000958
appease | positive: 0.000022
polite | positive: 0.000433
discover | truthful: 0.000139
districts | deceptive: 0.000036
shouldnt | negative: 0.000090
lettier | deceptive: 0.000018
drooling | deceptive: 0.000036
mattered | positive: 0.000022
lame | positive: 0.000022
thr | deceptive: 0.000018
tasty | truthful: 0.000070
conveniently | negative: 0.000075
conviently | positive: 0.000043
emanating | truthful: 0.000017
batteries | negative: 0.000030
irreplaceable | truthful: 0.000017
cancelling | positive: 0.000043
highest | negative: 0.000045
saved | positive: 0.000087
wont | truthful: 0.000209
sandy | truthful: 0.000017
tribune | deceptive: 0.000018
35night | deceptive: 0.000018
anaerobic | positive: 0.000043
corridors | deceptive: 0.000036
casts | deceptive: 0.000018
redeeming | deceptive: 0.000018
literally | positive: 0.000065
repetitive | negative: 0.000030
encompass | truthful: 0.000035
entrance | deceptive: 0.000127
secondtonone | deceptive: 0.000036
12515mins | truthful: 0.000035
question | negative: 0.000106
eb | negative: 0.000030
christening | deceptive: 0.000036
neighborhood | positive: 0.000260
strolling | truthful: 0.000035
crackle | negative: 0.000030
avenuetheres | deceptive: 0.000018
express | truthful: 0.000035
trex | truthful: 0.000017
refurbishment | truthful: 0.000035
frigid | positive: 0.000043
snug | deceptive: 0.000018
refurbishment | negative: 0.000030
muggy | deceptive: 0.000036
elephants | deceptive: 0.000036
appeared | deceptive: 0.000181
lot | negative: 0.000377
steps | positive: 0.000151
13rd | positive: 0.000022
disingenuous | negative: 0.000030
overlooks | positive: 0.000043
chicagos | negative: 0.000090
receptionists | deceptive: 0.000054
stmichigan | positive: 0.000043
cleanlinees | negative: 0.000030
fifty | negative: 0.000045
tour | deceptive: 0.000200
teacup | negative: 0.000015
tranquil | deceptive: 0.000036
holder | deceptive: 0.000018
deteriorates | truthful: 0.000035
intimate | positive: 0.000043
movies | truthful: 0.000017
presidents | positive: 0.000043
allthe | positive: 0.000022
tasting | negative: 0.000015
indicated | negative: 0.000106
rec | positive: 0.000022
cattle | truthful: 0.000017
refused | negative: 0.000211
handled | truthful: 0.000017
fronts | truthful: 0.000035
mysterious | negative: 0.000045
uppity | truthful: 0.000035
36 | positive: 0.000022
patient | deceptive: 0.000036
till | deceptive: 0.000018
complicated | positive: 0.000022
visibly | negative: 0.000030
stories | negative: 0.000030
handsomely | deceptive: 0.000018
inexperienced | deceptive: 0.000018
humble | deceptive: 0.000036
bedrooms | positive: 0.000108
bust | truthful: 0.000017
bottles | negative: 0.000075
situation | deceptive: 0.000127
confortable | deceptive: 0.000018
biggest | positive: 0.000065
theyre | positive: 0.000087
eleven | deceptive: 0.000018
gooey | negative: 0.000045
rollaway | deceptive: 0.000018
separate | negative: 0.000090
exploring | positive: 0.000087
chilly | negative: 0.000045
arguing | truthful: 0.000035
frontdesk | negative: 0.000015
meats | truthful: 0.000035
met | truthful: 0.000139
late | positive: 0.000498
allergen | truthful: 0.000017
changed | deceptive: 0.000272
colorless | negative: 0.000030
nervous | negative: 0.000030
curtain | deceptive: 0.000109
tower | deceptive: 0.000381
underground | positive: 0.000065
105mph | truthful: 0.000035
outright | deceptive: 0.000018
always | positive: 0.000844
attempts | negative: 0.000060
ryan | deceptive: 0.000036
garbage | negative: 0.000106
45night | positive: 0.000043
seeking | negative: 0.000030
sublime | positive: 0.000043
waffle | truthful: 0.000052
reality | positive: 0.000022
touches | positive: 0.000130
scandanaviantype | negative: 0.000015
near | positive: 0.000454
tech | negative: 0.000030
unfriendly | positive: 0.000022
pub | negative: 0.000030
fight | negative: 0.000030
value | positive: 0.000281
loft | negative: 0.000015
cocktails | positive: 0.000065
uninspired | deceptive: 0.000018
snarky | positive: 0.000022
locating | negative: 0.000030
thrill | positive: 0.000043
sticks | deceptive: 0.000018
redesigned | truthful: 0.000017
sox | truthful: 0.000035
bedside | positive: 0.000065
masseuses | deceptive: 0.000036
gap | positive: 0.000022
referring | negative: 0.000015
delivers | positive: 0.000065
recommended | negative: 0.000136
3x | deceptive: 0.000018
comfortal | positive: 0.000043
us | negative: 0.003695
calm | negative: 0.000015
hosting | negative: 0.000045
tacky | truthful: 0.000070
softiel | negative: 0.000045
especially | positive: 0.000865
assume | deceptive: 0.000073
coz | deceptive: 0.000018
backpack | positive: 0.000043
propositioned | positive: 0.000043
difficulty | deceptive: 0.000073
flew | truthful: 0.000052
plainasday | positive: 0.000043
partially | deceptive: 0.000018
emblem | positive: 0.000022
remedy | deceptive: 0.000018
contain | truthful: 0.000052
tones | positive: 0.000065
dusty | negative: 0.000045
billing | positive: 0.000022
7th | truthful: 0.000087
ugh | positive: 0.000022
resolved | positive: 0.000043
cabs | truthful: 0.000122
frindly | negative: 0.000015
pathetic | truthful: 0.000035
twin | truthful: 0.000070
facility | deceptive: 0.000073
trader | positive: 0.000043
storing | truthful: 0.000052
dumbbells | truthful: 0.000017
permission | truthful: 0.000035
61 | positive: 0.000022
functioning | positive: 0.000022
stocking | truthful: 0.000035
hyatts | truthful: 0.000035
advised | negative: 0.000030
coz | truthful: 0.000035
stray | negative: 0.000030
yet | negative: 0.000422
earplugs | negative: 0.000030
happy | positive: 0.000541
hopeless | negative: 0.000030
cece | negative: 0.000030
wednesday | negative: 0.000045
closer | positive: 0.000065
acheater | negative: 0.000015
flying | positive: 0.000043
thumbs | deceptive: 0.000091
see | positive: 0.000736
chocolates | deceptive: 0.000036
stacked | positive: 0.000043
verdict | truthful: 0.000017
mild | positive: 0.000022
voices | deceptive: 0.000036
116 | negative: 0.000015
suitcases | truthful: 0.000035
7 | deceptive: 0.000018
pointed | negative: 0.000075
anthony | deceptive: 0.000018
refered | positive: 0.000043
stifling | negative: 0.000030
brandnew | negative: 0.000030
unbelievablemy | truthful: 0.000035
airhvac | truthful: 0.000035
kitchy | positive: 0.000022
sole | positive: 0.000022
shortbut | truthful: 0.000035
channels | positive: 0.000022
prepared | negative: 0.000090
dollars | positive: 0.000108
first | deceptive: 0.002249
among | deceptive: 0.000073
exorbitant | truthful: 0.000052
prudently | truthful: 0.000035
occupants | truthful: 0.000035
records | positive: 0.000022
bellhop | negative: 0.000090
charm | positive: 0.000195
circulation | truthful: 0.000035
bend | deceptive: 0.000018
everything | positive: 0.001752
gentle | deceptive: 0.000036
coast48night | truthful: 0.000035
56 | deceptive: 0.000018
cinnamon | truthful: 0.000035
neglected | positive: 0.000022
needing | truthful: 0.000035
monaco | positive: 0.000627
dr | positive: 0.000022
spend | deceptive: 0.000490
couch | negative: 0.000106
correctly | truthful: 0.000070
unannounced | deceptive: 0.000018
twominute | positive: 0.000022
panhandling | truthful: 0.000035
preference | positive: 0.000043
accomidations | truthful: 0.000017
spare | deceptive: 0.000036
eve | deceptive: 0.000018
complaints | positive: 0.000260
lacking | positive: 0.000022
produced | deceptive: 0.000036
seattle | truthful: 0.000035
tenth | truthful: 0.000017
shady | truthful: 0.000035
concerned | deceptive: 0.000109
museums | truthful: 0.000122
softness | deceptive: 0.000036
empty | truthful: 0.000070
congenial | deceptive: 0.000018
comment | truthful: 0.000122
mi | deceptive: 0.000018
difficult | deceptive: 0.000127
grease | truthful: 0.000052
priciest | deceptive: 0.000036
cereal | truthful: 0.000035
whatsoeverthe | positive: 0.000043
game | truthful: 0.000087
speakers | positive: 0.000043
handsome | negative: 0.000015
cofee | positive: 0.000043
desired | deceptive: 0.000073
cracks | truthful: 0.000052
boss | positive: 0.000043
band | deceptive: 0.000073
cockroaches | negative: 0.000030
console | truthful: 0.000052
bank | negative: 0.000030
airconditioning | positive: 0.000022
wiener | positive: 0.000043
items | negative: 0.000151
outlets | negative: 0.000045
texting | negative: 0.000045
reccommend | positive: 0.000043
shops | deceptive: 0.000073
sending | positive: 0.000022
accidentally | deceptive: 0.000054
ritzy | truthful: 0.000017
pointless | negative: 0.000030
laundry | deceptive: 0.000054
orginal | negative: 0.000045
sufferers | positive: 0.000022
emphasized | deceptive: 0.000036
treadmill | negative: 0.000045
annoyance | positive: 0.000022
rendezvous | truthful: 0.000017
tint | positive: 0.000022
doeuvres | truthful: 0.000052
cruisethe | deceptive: 0.000018
tattered | negative: 0.000060
expansive | deceptive: 0.000018
sept | deceptive: 0.000036
upgraded | negative: 0.000121
late | truthful: 0.000470
head | positive: 0.000108
declined | positive: 0.000022
opening | truthful: 0.000157
drew | positive: 0.000065
payment | negative: 0.000045
bathrobe | truthful: 0.000035
surface | positive: 0.000022
height | negative: 0.000030
broken | deceptive: 0.000163
permits | truthful: 0.000017
ive | truthful: 0.000767
union | deceptive: 0.000018
exit | negative: 0.000030
horrifying | deceptive: 0.000036
unmet | truthful: 0.000035
barely | positive: 0.000043
restart | negative: 0.000030
le | truthful: 0.000052
eh | truthful: 0.000035
rocks | negative: 0.000030
feathers | truthful: 0.000035
diamond | positive: 0.000022
clarkdivision | negative: 0.000030
tied | truthful: 0.000035
orlando | truthful: 0.000052
lanes | truthful: 0.000035
factorylike | deceptive: 0.000018
9am | deceptive: 0.000036
hrs | truthful: 0.000105
mewont | truthful: 0.000035
89 | positive: 0.000043
upgrading | positive: 0.000022
kindly | positive: 0.000043
inconvenienced | negative: 0.000030
gum | negative: 0.000075
12th | negative: 0.000030
read | positive: 0.000173
top | deceptive: 0.000580
harry | deceptive: 0.000054
mission | truthful: 0.000017
usor | negative: 0.000015
approach | positive: 0.000043
flippant | positive: 0.000022
queue | truthful: 0.000035
magnificentdowntown | deceptive: 0.000036
intercontinentals | deceptive: 0.000018
emails | truthful: 0.000087
rough | positive: 0.000022
understandable | negative: 0.000030
norton | deceptive: 0.000018
pastrys | negative: 0.000015
asleep | positive: 0.000108
spur | negative: 0.000015
dunkin | truthful: 0.000035
sometime | negative: 0.000015
leaning | truthful: 0.000017
marathon | negative: 0.000030
gibsons | truthful: 0.000035
industry | deceptive: 0.000073
reflect | truthful: 0.000035
tickled | positive: 0.000043
cleveland | deceptive: 0.000018
workwe | truthful: 0.000017
tired | truthful: 0.000192
usage | truthful: 0.000035
degrees | truthful: 0.000122
pipes | deceptive: 0.000018
associate | deceptive: 0.000054
awards | truthful: 0.000017
imaginable | truthful: 0.000035
managers | positive: 0.000130
excluding | positive: 0.000022
meeting | deceptive: 0.000345
liar | truthful: 0.000035
iron | positive: 0.000043
regrets | positive: 0.000022
nordstrom | deceptive: 0.000018
utilize | positive: 0.000043
dirt | positive: 0.000022
groud | positive: 0.000022
dribble | positive: 0.000022
commute | truthful: 0.000017
spite | truthful: 0.000035
transported | deceptive: 0.000018
lives | truthful: 0.000035
play | positive: 0.000043
utilized | truthful: 0.000035
impatient | deceptive: 0.000054
victorian | deceptive: 0.000036
regards | negative: 0.000045
pros | deceptive: 0.000018
suites | positive: 0.000649
alright | negative: 0.000075
cofee | negative: 0.000015
terible | negative: 0.000030
vast | deceptive: 0.000054
cut | negative: 0.000090
voss | positive: 0.000043
beepbeep | positive: 0.000022
workeda | positive: 0.000022
hairballs | negative: 0.000030
foot | negative: 0.000121
dreamy | truthful: 0.000017
scored | deceptive: 0.000018
mirrors | truthful: 0.000035
thisbe | truthful: 0.000035
poorlymanaged | deceptive: 0.000036
reduced | deceptive: 0.000036
arriving | deceptive: 0.000254
requires | truthful: 0.000035
13rd | deceptive: 0.000018
private | negative: 0.000045
stature | negative: 0.000015
definition | truthful: 0.000017
uneasy | negative: 0.000030
stayit | deceptive: 0.000018
tranquility | positive: 0.000108
evidently | truthful: 0.000017
marriott | deceptive: 0.000073
bigcity | positive: 0.000043
annual | negative: 0.000030
60 | deceptive: 0.000036
not | positive: 0.003743
88 | deceptive: 0.000018
irritation | truthful: 0.000017
underlying | negative: 0.000030
seek | positive: 0.000022
continental | negative: 0.000121
connections | truthful: 0.000017
onebedroom | negative: 0.000015
maintained | deceptive: 0.000073
perk | truthful: 0.000035
garishness | negative: 0.000015
among | positive: 0.000087
peanuts | deceptive: 0.000018
blanket | truthful: 0.000087
cabinet | negative: 0.000060
reviewed | truthful: 0.000017
slightest | deceptive: 0.000018
steak | truthful: 0.000017
85 | negative: 0.000060
imagine | deceptive: 0.000127
hairdryer | deceptive: 0.000036
sunbathing | negative: 0.000015
t | positive: 0.000043
numerous | negative: 0.000106
change | negative: 0.000392
tax | positive: 0.000087
outfittings | deceptive: 0.000036
recommedations | positive: 0.000022
corral | truthful: 0.000035
girlish | truthful: 0.000017
dessertsthey | negative: 0.000015
yawn | positive: 0.000022
mr | deceptive: 0.000054
accounting | negative: 0.000045
animals | positive: 0.000043
degrees | deceptive: 0.000073
customization | truthful: 0.000017
basils | positive: 0.000043
vulnerability | negative: 0.000030
conditions | positive: 0.000022
degenerate | negative: 0.000030
portrayed | truthful: 0.000017
nominal | positive: 0.000022
insult | positive: 0.000022
intact | deceptive: 0.000018
uses | truthful: 0.000052
plans | positive: 0.000108
colorful | positive: 0.000022
illinois | truthful: 0.000017
uninformed | negative: 0.000030
amenity | positive: 0.000151
78 | positive: 0.000022
arrives | positive: 0.000022
assignmenton | negative: 0.000030
allergyfree | positive: 0.000043
vacationing | truthful: 0.000017
fragrance | positive: 0.000022
saying | negative: 0.000211
dunkin | positive: 0.000043
upgrade | positive: 0.000238
registering | positive: 0.000043
stress | positive: 0.000043
temp | truthful: 0.000122
enjoy | truthful: 0.000279
family | negative: 0.000603
sunny | truthful: 0.000017
touched | truthful: 0.000035
rep | positive: 0.000022
ample | truthful: 0.000052
gracefully | deceptive: 0.000036
remorse | deceptive: 0.000018
permission | positive: 0.000022
ease | negative: 0.000030
refuse | negative: 0.000030
local | negative: 0.000136
lets | positive: 0.000130
finding | truthful: 0.000105
downhill | deceptive: 0.000109
sofabed | deceptive: 0.000018
handful | negative: 0.000045
thanked | positive: 0.000022
publicly | deceptive: 0.000036
flow | truthful: 0.000017
surgeries | negative: 0.000030
crystal | negative: 0.000015
explore | negative: 0.000045
weddings | truthful: 0.000017
exuberant | truthful: 0.000017
describes | negative: 0.000030
craw | truthful: 0.000017
nearbywithout | deceptive: 0.000036
fridge | deceptive: 0.000018
rowdy | positive: 0.000022
drawers | truthful: 0.000105
speedy | negative: 0.000015
phone | negative: 0.000980
scared | truthful: 0.000035
ignoring | deceptive: 0.000036
26 | deceptive: 0.000018
approach | truthful: 0.000052
thr | truthful: 0.000035
resolve | deceptive: 0.000054
arranged | deceptive: 0.000127
dingy | negative: 0.000226
close | negative: 0.000483
infrastructure | truthful: 0.000035
getnot | deceptive: 0.000018
concourse | negative: 0.000015
disappointingly | deceptive: 0.000018
newer | deceptive: 0.000036
towni | deceptive: 0.000018
aback | truthful: 0.000035
discount | negative: 0.000181
breaking | positive: 0.000022
extend | positive: 0.000022
manager | positive: 0.000087
promo | truthful: 0.000035
soldier | positive: 0.000065
fireworks | truthful: 0.000035
jumped | truthful: 0.000035
pnt | positive: 0.000043
falling | negative: 0.000075
form | truthful: 0.000035
refuting | positive: 0.000022
chipped | truthful: 0.000035
avalible | deceptive: 0.000018
decline | positive: 0.000022
sept | positive: 0.000043
46 | truthful: 0.000017
yummy | negative: 0.000030
evening | deceptive: 0.000236
phobia | deceptive: 0.000018
desserts | positive: 0.000043
arrested | truthful: 0.000017
rolled | truthful: 0.000052
afterwards | deceptive: 0.000073
keep | deceptive: 0.000181
balmy | negative: 0.000030
clip | negative: 0.000045
lakes | truthful: 0.000017
supposed | positive: 0.000043
ordered | positive: 0.000260
windchills | positive: 0.000043
organic | truthful: 0.000017
individualized | deceptive: 0.000036
police | deceptive: 0.000073
interesting | deceptive: 0.000091
chicagoland | positive: 0.000043
permission | deceptive: 0.000018
properly | truthful: 0.000052
showered | truthful: 0.000035
likewise | deceptive: 0.000036
unaccommodating | truthful: 0.000017
insulated | positive: 0.000022
impressing | negative: 0.000030
scherer | truthful: 0.000035
unheard | negative: 0.000045
discovered | truthful: 0.000122
meeventually | negative: 0.000030
aaahed | positive: 0.000022
unfortunitly | deceptive: 0.000018
experienc | negative: 0.000030
movies | negative: 0.000030
dine | positive: 0.000065
trex | deceptive: 0.000054
sirens | positive: 0.000022
thereof | positive: 0.000022
madam | negative: 0.000030
button | positive: 0.000022
works | negative: 0.000015
condom | negative: 0.000030
unbelievablemy | negative: 0.000015
guests | truthful: 0.000714
informative | negative: 0.000015
pets | deceptive: 0.000200
delivers | truthful: 0.000052
credits | truthful: 0.000087
displays | deceptive: 0.000018
mocked | deceptive: 0.000036
procedures | positive: 0.000022
professionals | negative: 0.000015
dressing | negative: 0.000015
corridors | negative: 0.000030
prior | truthful: 0.000314
conversing | positive: 0.000022
nextspring | deceptive: 0.000018
hungry | truthful: 0.000017
reaked | positive: 0.000022
regal | positive: 0.000043
mini | positive: 0.000130
greatlots | truthful: 0.000035
dearborn | truthful: 0.000035
spectacularly | truthful: 0.000017
excursion | deceptive: 0.000018
priorities | negative: 0.000030
affect | positive: 0.000065
flopped | negative: 0.000030
venting | negative: 0.000030
madam | truthful: 0.000035
el | positive: 0.000173
42nd | deceptive: 0.000018
scurrying | truthful: 0.000017
strives | deceptive: 0.000036
met | deceptive: 0.000272
gain | positive: 0.000022
de | deceptive: 0.000018
boardroomsnot | negative: 0.000030
drop | positive: 0.000065
chocolates | truthful: 0.000017
worse | negative: 0.000211
skiing | deceptive: 0.000018
course | deceptive: 0.000145
clark | positive: 0.000043
continential | truthful: 0.000035
accidentally | negative: 0.000060
69 | negative: 0.000015
t | deceptive: 0.000036
hard | positive: 0.000865
using | negative: 0.000302
pops | positive: 0.000022
pointers | deceptive: 0.000036
designed | negative: 0.000045
weight | positive: 0.000065
andor | negative: 0.000030
thickwe | positive: 0.000043
registration | truthful: 0.000139
pack | positive: 0.000043
designs | positive: 0.000043
professionals | positive: 0.000043
leave | negative: 0.000377
settle | negative: 0.000090
soap | negative: 0.000196
screw | negative: 0.000045
exceeds | positive: 0.000065
skit | truthful: 0.000035
olympia | truthful: 0.000035
coupons | negative: 0.000030
stepdad | truthful: 0.000035
centrally | deceptive: 0.000018
deskperson | deceptive: 0.000018
rockerfellers | truthful: 0.000035
wait | negative: 0.001010
selection | deceptive: 0.000073
rock | negative: 0.000633
star | positive: 0.000389
retire | truthful: 0.000017
displeasure | truthful: 0.000052
having | deceptive: 0.000671
comparison | positive: 0.000043
confusing | positive: 0.000022
honors | truthful: 0.000052
bridgestonefirestone | negative: 0.000015
tons | truthful: 0.000087
conciergies | truthful: 0.000035
icing | truthful: 0.000035
meet | positive: 0.000065
omni | positive: 0.000714
complaints | truthful: 0.000192
welllit | deceptive: 0.000036
bath | deceptive: 0.000127
affair | positive: 0.000022
cellar | positive: 0.000043
engineer | positive: 0.000022
less | truthful: 0.000418
bedrooms | deceptive: 0.000036
plenty | truthful: 0.000296
reliefbut | positive: 0.000022
cooling | deceptive: 0.000018
deficiency | positive: 0.000022
clue | negative: 0.000030
dresser | truthful: 0.000052
changed | negative: 0.000347
lacks | truthful: 0.000035
feels | negative: 0.000030
didnt | negative: 0.001991
sun | positive: 0.000043
north | truthful: 0.000348
bestthe | truthful: 0.000017
technically | truthful: 0.000035
doubletree | deceptive: 0.000018
fries | negative: 0.000045
fall | positive: 0.000043
decorating | positive: 0.000065
snarled | negative: 0.000030
decided | deceptive: 0.000979
dinners | deceptive: 0.000018
grumpy | deceptive: 0.000018
whats | positive: 0.000022
pedro | deceptive: 0.000018
safes | truthful: 0.000052
blunt | positive: 0.000022
select | negative: 0.000060
everybody | deceptive: 0.000054
fiancee | deceptive: 0.000073
fixture | truthful: 0.000017
blown | negative: 0.000030
includes | negative: 0.000075
audacity | deceptive: 0.000018
mileand | truthful: 0.000035
unresponsive | negative: 0.000045
nonrefundable | positive: 0.000022
well | deceptive: 0.001723
heels | positive: 0.000043
greets | truthful: 0.000017
bothering | truthful: 0.000052
piddles | deceptive: 0.000018
password | truthful: 0.000017
clump | negative: 0.000030
couldint | negative: 0.000030
flare | truthful: 0.000017
upbeat | positive: 0.000065
wind | positive: 0.000022
wedding | negative: 0.000271
friendly | truthful: 0.001812
11 | truthful: 0.000087
suberb | positive: 0.000043
followed | truthful: 0.000017
breeze | deceptive: 0.000073
saver | deceptive: 0.000036
responsive | deceptive: 0.000109
waffle | positive: 0.000065
blanket | positive: 0.000043
but | truthful: 0.007562
unwelcome | negative: 0.000030
opportunity | deceptive: 0.000054
onebut | positive: 0.000022
clothing | deceptive: 0.000018
heard | deceptive: 0.000218
ultraswanky | truthful: 0.000035
respectfully | positive: 0.000022
nicerwhat | deceptive: 0.000018
central | negative: 0.000060
eclectic | truthful: 0.000017
virtually | truthful: 0.000122
coffeetea | negative: 0.000015
vexpensive | truthful: 0.000035
potato | deceptive: 0.000036
evenings | negative: 0.000015
ensured | positive: 0.000043
ceo | deceptive: 0.000036
timewe | negative: 0.000030
climate | deceptive: 0.000036
emails | deceptive: 0.000018
dimed | deceptive: 0.000054
bathroomtiny | negative: 0.000030
stayfittm | deceptive: 0.000036
week | deceptive: 0.000417
marriott | negative: 0.000075
surprises | deceptive: 0.000036
nice | negative: 0.001991
painting | deceptive: 0.000018
sleeep | negative: 0.000015
scramble | positive: 0.000022
difficult | negative: 0.000226
cross | negative: 0.000030
explicitly | deceptive: 0.000036
customersvery | positive: 0.000043
consigned | positive: 0.000022
doc | positive: 0.000022
wiener | deceptive: 0.000036
nights | negative: 0.000920
puppy | deceptive: 0.000018
indescriable | deceptive: 0.000018
consultant | truthful: 0.000052
pettiness | truthful: 0.000035
breeze | truthful: 0.000070
downhill | negative: 0.000121
somehow | positive: 0.000065
locate | negative: 0.000015
dead | positive: 0.000043
bland | negative: 0.000090
citys | truthful: 0.000017
bathrobes | positive: 0.000151
exhaust | deceptive: 0.000018
carrying | truthful: 0.000035
pc | positive: 0.000022
airline | positive: 0.000065
unbearably | positive: 0.000022
sofabed | truthful: 0.000070
numbers | positive: 0.000022
heartily | positive: 0.000065
same | negative: 0.000588
throbbing | negative: 0.000030
pipes | truthful: 0.000087
pay | negative: 0.000890
baseball | positive: 0.000043
pillow | truthful: 0.000070
across | positive: 0.000346
ky | deceptive: 0.000036
protector | deceptive: 0.000018
screen | positive: 0.000498
service | positive: 0.004630
notably | positive: 0.000022
limo | positive: 0.000043
wafted | negative: 0.000030
